ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
CHRNE,ILMN_1703346,"Homo sapiens cholinergic receptor, nicotinic, epsilon (CHRNE), mRNA.",nicotinic acetylcholine-gated receptor-channel complex [goid 5892] [pmid 7531341] [evidence TAS]; postsynaptic membrane [goid 45211] [evidence IEA],"ion transport [goid 6811] [evidence IEA]; muscle contraction [goid 6936] [pmid 8872460] [evidence TAS]; synaptic transmission, cholinergic [goid 7271] [pmid 8872460] [evidence TAS]; signal transduction [goid 7165] [pmid 8872460] [evidence TAS]",cation transporter activity [goid 8324] [pmid 8872460] [evidence TAS]; acetylcholine receptor activity [goid 15464] [pmid 8872460] [evidence TAS]; nicotinic acetylcholine-activated cation-selective channel activity [goid 4889] [pmid 7531341] [evidence TAS]; ion channel activity [goid 5216] [evidence IEA]; extracellular ligand-gated ion channel activity [goid 5230] [evidence IEA],17,4742189-4742238,17p13.2b,-,NM_000080.2,1145,CHRNE,-1.0280511867818758,6.090326480277118,-8.420484228404156,9.905512511997523e-14,6.820102872659779e-13,20.34210156359068
PPARGC1A,ILMN_1750062,"Homo sapiens peroxisome proliferative activated receptor, gamma, coactivator 1, alpha (PPARGC1A), mRNA.","nucleus [goid 5634] [pmid 12588810] [evidence TAS]; DNA-directed RNA polymerase II, core complex [goid 5665] [pmid 12588810] [evidence TAS]","cellular respiration [goid 45333] [pmid 11551810] [evidence TAS]; thermoregulation [goid 1659] [pmid 1258810] [evidence TAS]; response to starvation [goid 42594] [pmid 11854298] [evidence NAS]; protein stabilization [goid 50821] [pmid 14636573] [evidence TAS]; gluconeogenesis [goid 6094] [pmid 11854298] [evidence NAS]; brown fat cell differentiation [goid 50873] [pmid 12588810] [evidence TAS]; cell glucose homeostasis [goid 1678] [pmid 11854298] [evidence NAS]; positive regulation of transcription, DNA-dependent [goid 45893] [pmid 15572661] [evidence NAS]; androgen receptor signaling pathway [goid 30521] [pmid 15572661] [evidence NAS]; transcription initiation from RNA polymerase II promoter [goid 6367] [pmid 14636573] [evidence TAS]; positive regulation of histone acetylation [goid 35066] [pmid 14636573] [evidence TAS]; transcription [goid 6350] [evidence IEA]; positive regulation of fatty acid oxidation [goid 46321] [pmid 12588810] [evidence TAS]; positive regulation of gluconeogenesis [goid 45722] [pmid 12588810] [evidence TAS]; mRNA processing [goid 6397] [pmid 12588810] [evidence TAS]; digestion [goid 7586] [pmid 10585775] [evidence TAS]; mitochondrion organization and biogenesis [goid 7005] [pmid 11854298] [evidence NAS]; protein complex assembly [goid 6461] [pmid 14636573] [evidence TAS]; RNA splicing [goid 8380] [pmid 12588810] [evidence TAS]; fatty acid oxidation [goid 19395] [pmid 11854298] [evidence NAS]",nucleotide binding [goid 166] [evidence IEA]; DNA binding [goid 3677] [pmid 10713165] [evidence TAS]; RNA binding [goid 3723] [pmid 12588810] [evidence TAS]; androgen receptor binding [goid 50681] [pmid 15572661] [evidence NAS]; transcription factor binding [goid 8134] [pmid 12588810] [evidence TAS]; ligand-dependent nuclear receptor transcription coactivator activity [goid 30374] [pmid 12588810] [evidence TAS]; RNA polymerase II transcription mediator activity [goid 16455] [pmid 14636573] [evidence TAS],4,23402860-23402909,4p15.2d,-,NM_013261.2,10891,PPARGC1A,-1.5571535675742192,7.0331459342775755,-8.416010938378172,1.0145235616757723e-13,6.975296965156113e-13,20.31840049428976
ZKSCAN1,ILMN_2139052,"Homo sapiens zinc finger with KRAB and SCAN domains 1 (ZKSCAN1), mRNA.",nucleus [goid 5634] [pmid 7557990] [evidence NAS]; intracellular [goid 5622] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [pmid 7557990] [evidence NAS]; transcription [goid 6350] [evidence IEA]",zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; transcription factor activity [goid 3700] [pmid 7557990] [evidence NAS],7,99473261-99473310,7q22.1b,+,NM_003439.1,7586,ZKSCAN1,1.1511647183165037,6.095407147217717,8.413697542052365,1.0271465811946752e-13,7.053256608277865e-13,20.306144541367818
LOC158301,ILMN_1767263,"PREDICTED: Homo sapiens hypothetical protein LOC158301 (LOC158301), mRNA.",,,,9,132447529-132447578,9q34.11e,+,XM_925839.1,158301,LOC158301,2.0668281509967503,7.895441489461081,8.41303789015493,1.0307745103719591e-13,7.07454784593083e-13,20.30264998036477
UBE2S,ILMN_1808591,"Homo sapiens ubiquitin-conjugating enzyme E2S (UBE2S), mRNA.",,ubiquitin cycle [goid 6512] [evidence IEA]; ubiquitin cycle [goid 6512] [evidence IEA],ubiquitin-protein ligase activity [goid 4842] [evidence IEA]; ubiquitin-like activating enzyme activity [goid 8642] [evidence IEA]; ligase activity [goid 16874] [evidence IEA]; ligase activity [goid 16874] [evidence IEA]; ubiquitin-protein ligase activity [goid 4842] [evidence IEA],19,60604568-60604615:60604616-60604617,19q13.42b,-,NM_014501.2,27338,UBE2S,1.0473236202419276,9.54479580129044,8.39972780352363,1.1067624959371207e-13,7.561454149135623e-13,20.232153400290727
IL18R1,ILMN_1781700,"Homo sapiens interleukin 18 receptor 1 (IL18R1), mRNA.",integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 9325300] [evidence TAS],immune response [goid 6955] [pmid 9325300] [evidence TAS]; signal transduction [goid 7165] [pmid 9325300] [evidence TAS],interleukin-1 receptor activity [goid 4908] [evidence IEA]; transmembrane receptor activity [goid 4888] [evidence IEA]; receptor activity [goid 4872] [evidence IEA],2,102381204-102381253,2q12.1a,+,NM_003855.2,8809,IL18R1,-1.3996940535843132,6.955214527545201,-8.397641434302633,1.1191687571802548e-13,7.643534256451898e-13,20.221105541224006
NAP1L5,ILMN_1773307,"Homo sapiens nucleosome assembly protein 1-like 5 (NAP1L5), mRNA.",nucleus [goid 5634] [evidence IEA],nucleosome assembly [goid 6334] [evidence IEA],,4,89836359-89836408,4q22.1b,-,NM_153757.1,266812,NAP1L5,-1.1176473416851218,6.852747681852424,-8.39744772178733,1.1203276332735363e-13,7.648768021841224e-13,20.220079819023297
KPNA2,ILMN_1708160,"Homo sapiens karyopherin alpha 2 (RAG cohort 1, importin alpha 1) (KPNA2), mRNA. XM_001133262 XM_001133265 XM_001133267 XM_001133271",nucleus [goid 5634] [pmid 9020106] [evidence TAS]; nucleoplasm [goid 5654] [pmid 7565597] [evidence TAS]; cytoplasm [goid 5737] [pmid 7754385] [evidence TAS],intracellular protein transport [goid 6886] [evidence IEA]; M phase specific microtubule process [goid 72] [pmid 7565597] [evidence TAS]; regulation of DNA recombination [goid 18] [pmid 8016130] [evidence TAS]; DNA metabolism [goid 6259] [pmid 9168958] [evidence TAS]; G2 phase of mitotic cell cycle [goid 85] [pmid 7565597] [evidence TAS],protein transporter activity [goid 8565] [evidence IEA]; nuclear localization sequence binding [goid 8139] [pmid 9020106] [evidence TAS]; protein binding [goid 5515] [pmid 9497340] [evidence IPI],17,63473387-63473432,17q24.2b,+,NM_002266.2,3838,KPNA2,1.0608025277709716,5.981626944698994,8.392711806373748,1.1490344016173507e-13,7.83926306565619e-13,20.19500465443496
LOC643367,ILMN_1682288,"PREDICTED: Homo sapiens region containing SMA4; hypothetical protein LOC153561, transcript variant 1 (LOC643367), mRNA.",,,,5,69848056-69848065:69849904-69849943,5q13.2a,-,XM_928286.1,643367,LOC643367,1.1729926915494415,7.493415143036087,8.387551192564041,1.1811491791250869e-13,8.052726296449377e-13,20.167684924038635
ALDH3B1,ILMN_1727965,"Homo sapiens aldehyde dehydrogenase 3 family, member B1 (ALDH3B1), transcript variant 1, mRNA.",,metabolism [goid 8152] [evidence IEA]; lipid metabolism [goid 6629] [pmid 7828891] [evidence TAS]; aldehyde metabolism [goid 6081] [evidence IEA]; alcohol metabolism [goid 6066] [pmid 7828891] [evidence TAS],oxidoreductase activity [goid 16491] [evidence IEA]; aldehyde dehydrogenase [NAD(P)+] activity [goid 4030] [evidence IEA],11,67542575-67542624,11q13.2a,+,NM_000694.2,221,ALDH3B1,-1.0523942020928079,8.03954854934219,-8.38157388910631,1.2194638492565347e-13,8.3023246340893e-13,20.136047056639942
C10orf107,ILMN_1770399,"Homo sapiens chromosome 10 open reading frame 107 (C10orf107), mRNA.",,,,10,63195865-63195914,10q21.2b,+,NM_173554.1,219621,C10orf107,-1.6896036356174289,6.481538507486689,-8.377588603840781,1.2456941160245358e-13,8.472024380711372e-13,20.114956128514834
SNX10,ILMN_2170949,"Homo sapiens sorting nexin 10 (SNX10), mRNA.",,protein transport [goid 15031] [evidence IEA]; intracellular signaling cascade [goid 7242] [evidence IEA],phosphoinositide binding [goid 35091] [evidence IEA]; protein binding [goid 5515] [evidence IEA],7,26379889-26379938,7p15.2b,+,NM_013322.2,29887,SNX10,-1.492053764936074,7.522432343478167,-8.371356458146098,1.2878422459595577e-13,8.740371355807029e-13,20.08197949058738
SLC2A5,ILMN_1671337,"Homo sapiens solute carrier family 2 (facilitated glucose/fructose transporter), member 5 (SLC2A5), mRNA.",plasma membrane [goid 5886] [pmid 1634504] [evidence TAS]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],fructose transport [goid 15755] [pmid 1634504] [evidence TAS]; carbohydrate metabolism [goid 5975] [pmid 1634504] [evidence TAS]; glucose transport [goid 15758] [pmid 1695905] [evidence TAS]; carbohydrate transport [goid 8643] [evidence IEA],fructose transporter activity [goid 5353] [pmid 1634504] [evidence TAS]; transporter activity [goid 5215] [evidence IEA]; sugar porter activity [goid 5351] [evidence IEA]; glucose transporter activity [goid 5355] [pmid 1695905] [evidence TAS],1,9019938-9019987,1p36.23a,-,NM_003039.1,6518,SLC2A5,1.492336630533405,6.6843839995094445,8.370825761833302,1.2914962338636813e-13,8.762118425081417e-13,20.0791716653052
SLC16A9,ILMN_1732410,"Homo sapiens solute carrier family 16, member 9 (monocarboxylic acid transporter 9) (SLC16A9), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],transport [goid 6810] [evidence IEA],transporter activity [goid 5215] [evidence IEA],10,61080823-61080872,10q21.1f,-,NM_194298.1,220963,SLC16A9,1.7672396830567774,7.348513913301419,8.36707002988493,1.3176519098895382e-13,8.933349848363832e-13,20.059302017531706
TLR7,ILMN_1677827,"Homo sapiens toll-like receptor 7 (TLR7), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],positive regulation of interleukin-8 biosynthesis [goid 45416] [pmid 16188996] [evidence IMP]; defense response to virus [goid 51607] [pmid 16188996] [evidence IMP]; positive regulation of interferon-gamma biosynthesis [goid 45078] [pmid 16286015] [evidence IDA]; positive regulation of interferon-beta biosynthesis [goid 45359] [pmid 16286015] [evidence IDA]; inflammatory response [goid 6954] [evidence IEA],single-stranded RNA binding [goid 3727] [evidence ISS]; transferase activity [goid 16740] [evidence IEA]; transmembrane receptor activity [goid 4888] [evidence IEA]; double-stranded RNA binding [goid 3725] [pmid 16111635] [evidence IDA],X,12818206-12818255,Xp22.2,+,NM_016562.3,51284,TLR7,-1.0827587704926636,7.0671791333793985,-8.363137127312598,1.3456063832113728e-13,9.116530033683449e-13,20.038497497819474
LCN2,ILMN_1692223,"Homo sapiens lipocalin 2 (oncogene 24p3) (LCN2), mRNA.",soluble fraction [goid 5625] [evidence NR ]; cytoplasm [goid 5737] [evidence NR ],transport [goid 6810] [evidence IEA],transporter activity [goid 5215] [evidence IEA]; binding [goid 5488] [evidence IEA],9,129954359-129954384:129955200-129955219:129955220-129955223,9q34.11b,+,NM_005564.2,3934,LCN2,2.1939827756585437,10.791066616618535,8.36146815697332,1.3576467410342696e-13,9.191711865549945e-13,20.029669629470373
RASL11A,ILMN_1651902,"Homo sapiens RAS-like, family 11, member A (RASL11A), mRNA.",membrane [goid 16020] [evidence IEA],small GTPase mediated signal transduction [goid 7264] [evidence IEA],GTP binding [goid 5525] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA],13,26745521-26745570,13q12.2a,+,NM_206827.1,387496,RASL11A,-1.3163982217555645,6.8191300589641575,-8.359395853424997,1.3727460951141583e-13,9.290711241159907e-13,20.018708995649632
HLF,ILMN_1722829,"Homo sapiens hepatic leukemia factor (HLF), mRNA.",nucleus [goid 5634] [pmid 1386162] [evidence TAS],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; transcription [goid 6350] [evidence IEA]; transcription from RNA polymerase II promoter [goid 6366] [pmid 8639829] [evidence TAS]; rhythmic process [goid 48511] [evidence IEA]; development [goid 7275] [pmid 1386162] [evidence TAS]",double-stranded DNA binding [goid 3690] [pmid 1386162] [evidence TAS],17,50755617-50755666,17q22b,+,NM_002126.3,3131,HLF,-1.3470495063813104,6.978556410214236,-8.359114004364926,1.3748125861080154e-13,9.301466402887042e-13,20.017218319888954
LOC647389,ILMN_1784554,"PREDICTED: Homo sapiens hypothetical protein LOC647389 (LOC647389), mRNA.",,,,,,,,XM_936461.1,647389,LOC647389,2.0055140482545575,9.978357002581767,8.357698468131547,1.3852380579314907e-13,9.368748198123947e-13,20.00973186414119
LOC643591,ILMN_1780806,"PREDICTED: Homo sapiens hypothetical protein LOC643591 (LOC643591), mRNA.",,,,2,97568247-97568293:97572420-97572422,,-,XM_931666.1,643591,LOC643591,1.057857853552,7.565043339825168,8.353380131697492,1.4175311432803215e-13,9.573862851583039e-13,19.986895159308524
C8orf44,ILMN_1792242,"Homo sapiens chromosome 8 open reading frame 44 (C8orf44), mRNA.",,,,8,67755449-67755498,8q13.1b,+,NM_019607.1,56260,C8orf44,1.2201382584640728,6.390915730905638,8.353046654791761,1.4200558534009662e-13,9.587591234760162e-13,19.98513175615283
LOC642033,ILMN_1673753,"PREDICTED: Homo sapiens similar to ATP-binding cassette, sub-family F, member 1 isoform b (LOC642033), mRNA.",,,,,,,,XM_936103.1,642033,LOC642033,1.1807245810094003,7.384178033917023,8.350165718790649,1.4420541223116547e-13,9.7192751896377e-13,19.96989831805955
LOC388743,ILMN_1753766,"PREDICTED: Homo sapiens similar to calpain 8, transcript variant 5 (LOC388743), mRNA.",,,,,,1q41e,,XM_943925.1,388743,LOC388743,1.419284200477117,7.346182631082374,8.34998863895108,1.4434172745931235e-13,9.725098753612382e-13,19.968962022537664
GPR4,ILMN_2074477,"Homo sapiens G protein-coupled receptor 4 (GPR4), mRNA.",integral to plasma membrane [goid 5887] [pmid 8595909] [evidence TAS]; membrane [goid 16020] [evidence IEA],G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 7498459] [evidence TAS]; signal transduction [goid 7165] [evidence IEA],"receptor activity [goid 4872] [evidence IEA]; G-protein coupled receptor activity, unknown ligand [goid 16526] [evidence IEA]; rhodopsin-like receptor activity [goid 1584] [evidence IEA]",19,50785018-50785067,19q13.32a,-,NM_005282.1,2828,GPR4,-1.2081052140273894,7.426726168366598,-8.337438162620836,1.5433672542700196e-13,1.0355547847607206e-12,19.902615450078233
HSD17B1,ILMN_1773623,"Homo sapiens hydroxysteroid (17-beta) dehydrogenase 1 (HSD17B1), mRNA.",cytoplasm [goid 5737] [pmid 8547176] [evidence TAS],estrogen biosynthesis [goid 6703] [evidence IEA]; metabolism [goid 8152] [evidence IEA],oxidoreductase activity [goid 16491] [evidence IEA]; estradiol 17-beta-dehydrogenase activity [goid 4303] [pmid 2330005] [evidence NAS],17,37960564-37960613,17q21.31a,+,NM_000413.1,3292,HSD17B1,1.3326787028858815,6.115176305965294,8.331415704466894,1.5937443837113104e-13,1.0686204169516477e-12,19.87078763669035
WBSCR18,ILMN_1771824,"Homo sapiens Williams Beuren syndrome chromosome region 18 (WBSCR18), mRNA.",,protein folding [goid 6457] [evidence IEA],heat shock protein binding [goid 31072] [evidence IEA]; unfolded protein binding [goid 51082] [evidence IEA],7,72733445-72733494,7q11.23b,-,NM_032317.2,84277,WBSCR18,1.0279935988561064,7.51590753648086,8.320183211712576,1.6921128033734657e-13,1.1337970417376885e-12,19.811441542645852
SLC2A14,ILMN_1668865,"Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 14 (SLC2A14), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],spermatogenesis [goid 7283] [evidence IEA]; cell differentiation [goid 30154] [evidence IEA]; carbohydrate transport [goid 8643] [evidence IEA],transporter activity [goid 5215] [evidence IEA]; sugar porter activity [goid 5351] [evidence IEA]; glucose transporter activity [goid 5355] [evidence IEA],12,7858049-7858098,12p13.31c,-,NM_153449.2,144195,SLC2A14,-1.063490817208069,5.689974697098337,-8.317845590525899,1.7133315152054695e-13,1.146831486560583e-12,19.799093510155934
NEDD4L,ILMN_1733627,"Homo sapiens neural precursor cell expressed, developmentally down-regulated 4-like (NEDD4L), mRNA.",intracellular [goid 5622] [pmid 11244092] [evidence IC ],positive regulation of endocytosis [goid 45807] [pmid 11244092] [evidence NAS]; response to metal ion [goid 10038] [pmid 11244092] [evidence IDA]; excretion [goid 7588] [pmid 11244092] [evidence NAS]; sodium ion transport [goid 6814] [pmid 11244092] [evidence NAS]; sodium ion homeostasis [goid 6883] [pmid 11244092] [evidence NAS]; protein ubiquitination [goid 16567] [pmid 11244092] [evidence NAS]; regulation of protein catabolism [goid 42176] [pmid 11244092] [evidence NAS]; water homeostasis [goid 30104] [pmid 11244092] [evidence NAS],protein binding [goid 5515] [pmid 11244092] [evidence IPI]; sodium channel regulator activity [goid 17080] [pmid 11244092] [evidence IDA]; ubiquitin-protein ligase activity [goid 4842] [pmid 11244092] [evidence NAS]; ligase activity [goid 16874] [evidence IEA],18,54216019-54216068,18q21.31b,+,NM_015277.2,23327,NEDD4L,-1.1733317355553137,9.808812049059476,-8.316646702395333,1.7243163454644662e-13,1.1537879117917283e-12,19.79276096707132
FLJ13841,ILMN_1700583,"Homo sapiens hypothetical protein LOC79755 (FLJ13841), mRNA.",nucleus [goid 5634] [evidence IEA],,nucleic acid binding [goid 3676] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA],17,78381220-78381269,17q25.3h,-,NM_024702.1,79755,FLJ13841,1.7688480497586543,7.437591892996882,8.31409344436231,1.747944610918668e-13,1.1691967299605303e-12,19.779275420178326
RBP4,ILMN_1814719,"Homo sapiens retinol binding protein 4, plasma (RBP4), mRNA.",extracellular region [goid 5576] [pmid 14718574] [evidence NAS]; extracellular space [goid 5615] [pmid 6316270] [evidence TAS],visual perception [goid 7601] [evidence IEA]; transport [goid 6810] [evidence IEA],retinal binding [goid 16918] [evidence IEA]; transporter activity [goid 5215] [evidence IEA]; binding [goid 5488] [evidence IEA]; retinol binding [goid 19841] [evidence IEA],10,95343601-95343650,10q23.33b,-,NM_006744.3,5950,RBP4,-1.276146493884906,5.984518467521575,-8.30878443202519,1.798111003978469e-13,1.2006920120808934e-12,19.75123827542577
NNAT,ILMN_1691413,"Homo sapiens neuronatin (NNAT), transcript variant 1, mRNA.",,brain development [goid 7420] [pmid 8813377] [evidence TAS]; development [goid 7275] [evidence IEA]; protein-lipoylation [goid 9249] [pmid 8813377] [evidence TAS]; brain development [goid 7420] [pmid 8813377] [evidence TAS]; development [goid 7275] [evidence IEA]; protein-lipoylation [goid 9249] [pmid 8813377] [evidence TAS],auxiliary transport protein activity [goid 15457] [pmid 8813377] [evidence TAS]; auxiliary transport protein activity [goid 15457] [pmid 8813377] [evidence TAS],20,35585280-35585329,20q11.23b,+,NM_005386.2,4826,NNAT,-1.0671279713415247,6.070475024504534,-8.295706903098534,1.9278764768899041e-13,1.2833848019200472e-12,19.68219531190495
